country,date,year_month,export_value,import_value,trade_balance
바누아투,2026-04-01,2026-04,1100,1427,-326
바누아투,2026-05-01,2026-05,442,2730,-2288
바누아투,2026-06-01,2026-06,2604,5778,-3174
바누아투,2026-07-01,2026-07,880,1179,-300
바레인,2024-01-01,2024-01,6683,13001,-6318
바레인,2024-02-01,2024-02,11788,20539,-8751
바레인,2024-03-01,2024-03,7685,18120,-10435
바레인,2024-04-01,2024-04,7650,56410,-48761
바레인,2024-05-01,2024-05,31320,10632,20687
바레인,2024-06-01,2024-06,28251,46038,-17788
바레인,2024-07-01,2024-07,9953,59210,-49257
바레인,2024-08-01,2024-08,16139,23914,-7775
바레인,2024-09-01,2024-09,8914,45046,-36132
바레인,2024-10-01,2024-10,20220,26446,-6226
바레인,2024-11-01,2024-11,19213,22434,-3221
바레인,2024-12-01,2024-12,27769,56582,-28812
바레인,2025-01-01,2025-01,5242,73455,-68213
바레인,2025-02-01,2025-02,14305,66153,-51848
바레인,2025-03-01,2025-03,4274,16072,-11797
바레인,2025-04-01,2025-04,14744,25321,-10577
바레인,2025-05-01,2025-05,3455,100783,-97328
바레인,2025-06-01,2025-06,15775,44174,-28399
바레인,2025-07-01,2025-07,9352,75110,-65758
바레인,2025-08-01,2025-08,10485,52722,-42237
바레인,2025-09-01,2025-09,6618,72703,-66085
바레인,2025-10-01,2025-10,6569,54326,-47757
바레인,2025-11-01,2025-11,12196,62001,-49804
바레인,2025-12-01,2025-12,37805,26822,10983
바레인,2026-01-01,2026-01,11177,161055,-149879
바레인,2026-02-01,2026-02,5665,47544,-41879
바레인,2026-03-01,2026-03,230,43863,-43633
바레인,2026-04-01,2026-04,1181,1877,-695
바레인,2026-05-01,2026-05,2392,306,2087
바레인,2026-06-01,2026-06,4572,7347,-2775
바레인,2026-07-01,2026-07,3424,2051,1373
바베이도스,2024-01-01,2024-01,1504,15,1489
바베이도스,2024-02-01,2024-02,367,0,367
바베이도스,2024-03-01,2024-03,707,15,692
바베이도스,2024-04-01,2024-04,581,19,562
바베이도스,2024-05-01,2024-05,695,0,695
바베이도스,2024-06-01,2024-06,410,16,394
바베이도스,2024-07-01,2024-07,1282,26,1256
바베이도스,2024-08-01,2024-08,1093,0,1093
바베이도스,2024-09-01,2024-09,265,2,264
바베이도스,2024-10-01,2024-10,211,14,197
바베이도스,2024-11-01,2024-11,2257,4,2253
바베이도스,2024-12-01,2024-12,794,6,789
바베이도스,2025-01-01,2025-01,424,84,341
바베이도스,2025-02-01,2025-02,528,32,496
바베이도스,2025-03-01,2025-03,1204,20,1184
바베이도스,2025-04-01,2025-04,497,158,339
바베이도스,2025-05-01,2025-05,943,20,923
바베이도스,2025-06-01,2025-06,1247,19,1229
바베이도스,2025-07-01,2025-07,1118,15,1102
바베이도스,2025-08-01,2025-08,1162,212,950
바베이도스,2025-09-01,2025-09,783,24,759
바베이도스,2025-10-01,2025-10,738,8,731
바베이도스,2025-11-01,2025-11,917,24,893
바베이도스,2025-12-01,2025-12,787,2,785
바베이도스,2026-01-01,2026-01,358,34,324
바베이도스,2026-02-01,2026-02,597,29,567
바베이도스,2026-03-01,2026-03,770,20,749
바베이도스,2026-04-01,2026-04,1434,5,1429
바베이도스,2026-05-01,2026-05,1369,349,1020
바베이도스,2026-06-01,2026-06,782,160,622
바베이도스,2026-07-01,2026-07,1546,60,1486
바하마,2024-01-01,2024-01,1220,0,1220
바하마,2024-02-01,2024-02,794,4,790
바하마,2024-03-01,2024-03,1272,1,1271
바하마,2024-04-01,2024-04,1486,2,1484
바하마,2024-05-01,2024-05,1055,1,1054
바하마,2024-06-01,2024-06,627,3,625
바하마,2024-07-01,2024-07,1097,6,1091
바하마,2024-08-01,2024-08,107288,1,107287
바하마,2024-09-01,2024-09,907,2,905
바하마,2024-10-01,2024-10,1399,344,1055
바하마,2024-11-01,2024-11,935,3,932
바하마,2024-12-01,2024-12,625,3,622
바하마,2025-01-01,2025-01,113268,0,113267
바하마,2025-02-01,2025-02,1778,3,1775
바하마,2025-03-01,2025-03,116828,2,116826
바하마,2025-04-01,2025-04,1439,1,1438
바하마,2025-05-01,2025-05,959,4,956
바하마,2025-06-01,2025-06,935,6,929
바하마,2025-07-01,2025-07,116359,1,116358
바하마,2025-08-01,2025-08,409,4,405
바하마,2025-09-01,2025-09,1521,5,1516
바하마,2025-10-01,2025-10,314,2,312
바하마,2025-11-01,2025-11,1952,1,1951
바하마,2025-12-01,2025-12,1908,3,1906
바하마,2026-01-01,2026-01,99444,2,99442
바하마,2026-02-01,2026-02,286,0,286
바하마,2026-03-01,2026-03,219360,3,219357
바하마,2026-04-01,2026-04,771,3,768
바하마,2026-05-01,2026-05,233164,275,232889
바하마,2026-06-01,2026-06,130912,0,130911
바하마,2026-07-01,2026-07,236016,3,236012
방글라데시,2024-01-01,2024-01,156358,67111,89246
방글라데시,2024-02-01,2024-02,140816,66973,73843
방글라데시,2024-03-01,2024-03,83335,71696,11638
방글라데시,2024-04-01,2024-04,78287,58937,19350
방글라데시,2024-05-01,2024-05,79372,32837,46535
방글라데시,2024-06-01,2024-06,104279,39760,64519
방글라데시,2024-07-01,2024-07,101782,41976,59805
방글라데시,2024-08-01,2024-08,84051,42810,41241
방글라데시,2024-09-01,2024-09,120904,94825,26079
방글라데시,2024-10-01,2024-10,104845,62930,41915
방글라데시,2024-11-01,2024-11,116775,58130,58645
방글라데시,2024-12-01,2024-12,129784,44917,84867
방글라데시,2025-01-01,2025-01,99100,52092,47008
방글라데시,2025-02-01,2025-02,156177,64353,91825
방글라데시,2025-03-01,2025-03,180433,63977,116456
방글라데시,2025-04-01,2025-04,121140,53012,68128
방글라데시,2025-05-01,2025-05,143311,30324,112988
방글라데시,2025-06-01,2025-06,126377,37705,88672
방글라데시,2025-07-01,2025-07,120557,34852,85704
방글라데시,2025-08-01,2025-08,131916,59871,72045
방글라데시,2025-09-01,2025-09,128369,66666,61702
방글라데시,2025-10-01,2025-10,218691,53612,165080
방글라데시,2025-11-01,2025-11,173648,46966,126682
방글라데시,2025-12-01,2025-12,158303,49803,108500
방글라데시,2026-01-01,2026-01,112214,45432,66783
방글라데시,2026-02-01,2026-02,146672,58400,88272
방글라데시,2026-03-01,2026-03,381029,66430,314599
